0,0,0,6,1,1,O
6,0,0,1,1,1,N
7,0,0,1,2,1,O
0,1,0,1,1,1,O
1,1,0,1,1,1,N
2,1,0,2,1,1,O
4,1,0,2,1,1,N
6,1,0,1,3,1,O
0,2,0,1,1,2,N
1,2,0,2,1,1,O
3,2,0,2,2,1,N
5,2,0,1,2,1,O
7,2,0,1,2,1,N
0,3,0,1,5,1,O
1,3,0,2,1,2,N
1,4,0,4,1,1,O
5,4,0,2,1,1,N
7,4,0,1,2,1,O
1,5,0,2,1,1,O
3,5,0,3,1,1,N
6,5,0,1,1,1,O
1,6,0,1,1,1,O
2,6,0,1,1,1,N
3,6,0,1,2,1,O
4,6,0,4,1,1,N
1,7,0,1,1,2,N
2,7,0,1,1,1,O
4,7,0,1,1,2,O
5,7,0,1,1,1,N
6,7,0,2,1,1,O
0,0,1,1,1,2,O
1,0,1,1,1,2,N
2,0,1,1,1,2,O
3,0,1,3,1,1,N
6,0,1,2,1,1,O
0,1,1,1,3,1,N
1,1,1,1,2,1,O
2,1,1,3,1,1,N
5,1,1,2,1,1,O
7,1,1,1,1,1,N
2,2,1,2,2,1,N
4,2,1,1,1,1,O
5,2,1,1,1,1,N
6,2,1,2,1,1,O
1,3,1,1,1,1,N
4,3,1,1,1,1,N
5,3,1,1,5,1,O
6,3,1,2,2,1,N
0,4,1,2,1,1,O
2,4,1,1,1,1,N
3,4,1,2,2,1,O
0,5,1,2,3,1,N
2,5,1,1,2,1,O
6,5,1,1,1,2,N
7,5,1,1,1,1,O
3,6,1,2,1,1,N
6,6,1,1,1,2,O
7,6,1,1,1,3,N
2,7,1,2,1,1,N
4,7,1,1,1,1,O
6,7,1,1,1,1,N
7,7,1,1,1,1,O
0,0,2,1,4,1,O
1,0,2,1,1,1,N
2,0,2,3,1,1,O
5,0,2,1,1,6,N
6,0,2,1,1,1,O
7,0,2,1,1,1,N
1,1,2,1,1,4,O
2,1,2,2,1,1,N
4,1,2,2,1,1,O
6,1,2,1,3,1,N
7,1,2,1,1,5,O
1,2,2,1,1,4,N
2,2,2,1,1,1,O
3,2,2,2,1,1,N
5,2,2,1,3,1,O
7,2,2,1,1,1,N
1,3,2,1,1,2,O
2,3,2,1,1,1,N
3,3,2,2,1,2,O
7,3,2,1,2,1,O
0,4,2,2,1,1,N
2,4,2,1,1,3,O
3,4,2,2,1,2,N
6,4,2,1,1,1,O
0,5,2,1,1,1,O
1,5,2,2,2,1,N
3,5,2,1,1,1,O
4,5,2,4,1,1,N
0,6,2,1,2,2,N
3,6,2,1,1,2,N
4,6,2,3,1,1,O
7,6,2,1,2,1,N
1,7,2,1,1,1,O
2,7,2,1,1,1,N
3,7,2,1,1,1,O
4,7,2,1,1,1,N
5,7,2,2,1,1,O
0,0,3,1,1,3,N
1,0,3,1,2,1,O
2,0,3,5,1,1,N
7,0,3,1,3,3,O
0,1,3,1,1,3,O
2,1,3,1,1,1,O
3,1,3,4,1,1,N
0,2,3,3,1,1,N
3,2,3,1,2,1,O
4,2,3,1,1,1,N
5,2,3,1,1,1,O
6,2,3,1,1,1,N
0,3,3,1,1,1,N
1,3,3,2,2,1,O
4,3,3,1,1,3,O
5,3,3,1,1,2,N
6,3,3,1,1,4,O
7,3,3,1,4,1,N
0,4,3,1,1,1,O
3,4,3,2,1,1,N
5,4,3,1,3,1,O
6,4,3,1,1,3,N
0,5,3,2,3,1,N
2,5,3,1,1,3,O
3,5,3,1,3,1,N
4,5,3,1,1,1,O
6,5,3,1,1,1,O
2,6,3,1,1,4,N
4,6,3,1,1,5,N
6,6,3,1,1,1,N
2,7,3,1,1,1,O
4,7,3,1,1,2,O
5,7,3,1,1,2,N
6,7,3,2,1,1,O
0,0,4,2,1,2,N
2,0,4,1,1,3,O
3,0,4,4,1,1,N
7,0,4,1,3,2,O
0,1,4,2,1,2,O
2,1,4,2,1,2,N
4,1,4,1,4,1,O
5,1,4,2,1,1,N
0,2,4,2,1,2,N
2,2,4,1,4,1,O
3,2,4,1,2,1,N
5,2,4,1,3,1,N
6,2,4,1,2,1,O
0,3,4,1,1,1,O
1,3,4,1,2,1,N
7,3,4,1,1,2,N
0,4,4,1,2,1,N
3,4,4,1,1,4,O
6,4,4,1,2,1,N
7,4,4,1,3,1,O
1,5,4,1,3,2,O
3,5,4,2,1,3,N
5,5,4,1,2,3,O
0,6,4,1,2,1,O
2,6,4,1,2,1,N
3,6,4,1,2,2,O
4,6,4,1,1,4,N
6,6,4,1,1,1,O
4,7,4,1,1,1,O
5,7,4,3,1,1,N
0,0,5,2,1,1,N
2,0,5,1,1,2,O
3,0,5,1,2,1,N
4,0,5,1,1,1,O
5,0,5,2,1,1,N
7,0,5,1,3,1,O
0,1,5,2,1,1,O
2,1,5,1,4,1,N
4,1,5,1,2,1,N
5,1,5,2,1,1,O
0,2,5,2,1,1,N
3,2,5,1,1,1,O
5,2,5,1,2,1,O
6,2,5,1,1,2,N
0,3,5,1,1,1,N
1,3,5,1,5,1,O
3,3,5,1,1,1,N
4,3,5,1,2,1,O
6,3,5,1,1,2,O
7,3,5,1,1,1,N
0,4,5,1,1,2,O
3,4,5,1,1,3,O
5,4,5,2,1,1,N
7,4,5,1,1,3,O
0,5,5,1,1,1,N
2,5,5,1,1,1,O
3,5,5,2,1,2,N
5,5,5,2,1,1,O
7,5,5,1,1,2,N
0,6,5,1,1,1,O
2,6,5,1,1,2,N
3,6,5,1,2,1,O
4,6,5,1,2,1,N
5,6,5,1,2,1,O
6,6,5,1,2,1,N
7,6,5,1,2,1,O
0,7,5,1,1,1,N
2,7,5,1,1,2,O
0,0,6,1,1,2,O
1,0,6,1,2,2,N
2,0,6,2,1,1,O
4,0,6,2,1,2,N
6,0,6,1,2,1,O
7,0,6,1,1,1,N
0,1,6,1,2,1,N
2,1,6,1,3,1,O
3,1,6,1,2,1,N
4,1,6,1,2,1,O
5,1,6,1,4,1,N
7,1,6,1,1,1,O
1,2,6,1,1,2,O
6,2,6,2,1,1,N
0,3,6,1,3,1,O
1,3,6,1,5,1,N
3,3,6,1,2,2,O
4,3,6,1,4,2,N
6,3,6,2,2,1,O
2,4,6,1,3,1,N
3,5,6,1,1,1,N
5,5,6,1,2,1,O
6,5,6,2,1,1,N
0,6,6,1,1,2,N
3,6,6,1,1,1,O
6,6,6,2,1,1,O
0,7,6,1,1,1,O
2,7,6,1,1,1,O
3,7,6,1,1,2,N
4,7,6,1,1,1,O
5,7,6,3,1,1,N
0,0,7,1,3,1,O
1,0,7,2,1,1,N
3,0,7,1,2,1,O
4,0,7,3,1,1,N
7,0,7,1,1,1,O
1,1,7,1,1,1,N
2,1,7,1,1,1,O
4,1,7,1,7,1,N
5,1,7,1,2,1,O
6,1,7,2,1,1,N
1,2,7,1,1,1,O
2,2,7,2,1,1,N
6,2,7,1,1,1,O
7,2,7,1,1,1,N
0,3,7,3,2,1,N
3,3,7,1,3,1,O
5,3,7,2,3,1,N
7,3,7,1,3,1,O
0,5,7,3,1,1,O
0,6,7,1,2,1,N
1,6,7,2,1,1,O
3,6,7,1,2,1,N
5,6,7,1,1,1,N
6,6,7,1,1,1,O
7,6,7,1,2,1,N
1,7,7,2,1,1,N
5,7,7,1,1,1,O
6,7,7,1,1,1,N
8,0,0,6,1,1,N
14,0,0,1,2,2,O
15,0,0,1,5,1,N
8,1,0,1,1,2,N
9,1,0,2,2,1,O
11,1,0,1,1,2,N
12,1,0,1,1,4,O
13,1,0,1,3,1,N
8,2,0,1,4,1,O
11,2,0,1,1,1,O
12,2,0,1,1,5,N
14,2,0,1,1,4,N
9,3,0,3,1,1,N
12,3,0,1,5,1,O
14,3,0,1,1,2,O
9,4,0,2,1,1,N
11,4,0,1,2,2,O
13,4,0,1,1,1,O
14,4,0,1,1,1,N
9,5,0,2,1,1,O
13,5,0,1,1,5,N
14,5,0,2,2,1,O
8,6,0,2,1,1,N
10,6,0,1,2,1,O
11,6,0,1,2,2,N
13,6,0,1,2,1,O
8,7,0,1,1,1,O
9,7,0,1,1,2,N
14,7,0,1,1,4,N
15,7,0,1,1,2,O
8,0,1,1,1,1,O
9,0,1,1,1,1,N
10,0,1,3,1,1,O
13,0,1,1,1,5,N
14,0,1,2,2,1,O
8,1,1,1,1,1,N
9,1,1,1,2,1,O
10,1,1,2,1,1,N
12,1,1,2,1,1,O
8,2,1,1,1,2,O
10,2,1,1,2,1,O
11,2,1,2,1,2,N
13,2,1,1,2,1,O
14,2,1,2,1,3,N
8,3,1,2,1,1,N
11,3,1,1,3,1,O
12,3,1,1,1,3,N
14,3,1,2,2,1,O
8,4,1,1,2,1,N
9,4,1,1,1,2,O
10,4,1,1,3,1,N
12,4,1,1,2,1,O
13,4,1,1,4,1,N
9,5,1,1,3,1,N
14,5,1,1,1,1,N
15,5,1,1,3,1,O
8,6,1,1,1,1,O
11,6,1,2,2,1,N
14,6,1,1,1,3,O
8,7,1,1,1,1,N
10,7,1,1,1,1,O
14,7,1,1,1,3,N
8,0,2,1,1,5,N
9,0,2,2,1,2,O
11,0,2,3,1,1,N
14,0,2,1,1,2,O
15,0,2,1,1,2,N
8,1,2,1,3,1,O
9,1,2,1,2,1,N
10,1,2,3,1,1,O
13,1,2,2,2,1,N
15,1,2,1,1,1,O
10,2,2,1,1,4,O
11,2,2,2,4,1,N
15,2,2,1,2,2,N
9,3,2,1,5,1,O
10,3,2,1,1,1,N
13,3,2,1,2,2,O
14,3,2,1,1,2,N
8,4,2,1,1,1,N
10,4,2,1,3,1,O
14,4,2,2,1,1,O
8,5,2,1,1,4,O
13,5,2,1,2,3,N
14,5,2,1,2,2,O
15,5,2,1,1,3,N
8,6,2,1,1,1,N
11,6,2,1,1,1,N
12,6,2,1,1,1,O
15,6,2,1,1,3,O
8,7,2,1,1,5,O
10,7,2,1,1,4,N
11,7,2,1,1,3,O
12,7,2,1,1,1,N
13,7,2,1,1,1,O
14,7,2,2,1,2,N
8,0,3,1,3,1,N
9,0,3,3,1,1,O
12,0,3,2,1,2,N
14,0,3,1,2,1,O
15,0,3,1,6,1,N
9,1,3,1,2,4,O
10,1,3,2,1,1,N
12,1,3,2,1,1,O
10,2,3,2,1,1,O
12,2,3,3,1,1,N
8,3,3,1,5,1,O
9,3,3,1,3,1,N
10,3,3,1,1,2,O
11,3,3,2,1,1,N
13,3,3,1,2,1,O
14,3,3,1,1,1,N
10,4,3,1,1,2,N
11,4,3,1,4,1,O
12,4,3,1,1,2,N
14,4,3,1,3,1,O
10,5,3,1,2,2,O
12,5,3,1,1,1,O
13,5,3,1,3,1,N
9,6,3,1,1,4,O
12,6,3,1,1,5,N
15,6,3,1,1,2,O
9,7,3,2,1,1,N
12,7,3,1,1,2,O
14,7,3,2,1,1,N
8,0,4,1,1,3,N
9,0,4,1,5,2,O
10,0,4,1,1,3,N
11,0,4,1,2,1,O
12,0,4,3,2,1,N
15,0,4,1,3,1,O
8,1,4,1,1,1,O
10,1,4,1,3,1,O
8,2,4,1,3,1,N
11,2,4,2,1,1,N
13,2,4,2,2,1,O
11,3,4,2,1,4,O
15,3,4,1,3,1,N
10,4,4,1,1,1,N
11,4,4,1,2,1,O
12,4,4,2,3,1,N
14,4,4,1,2,2,O
8,5,4,1,1,2,O
9,5,4,1,1,3,N
10,5,4,1,2,1,O
8,6,4,1,1,3,N
9,6,4,1,2,1,O
11,6,4,1,1,1,N
14,6,4,1,1,1,N
15,6,4,1,2,1,O
8,7,4,1,1,3,O
10,7,4,1,1,2,N
11,7,4,4,1,1,O
8,0,5,1,2,1,N
9,0,5,1,5,1,O
10,0,5,2,1,1,N
12,0,5,1,1,3,O
13,0,5,1,1,1,N
14,0,5,2,1,1,O
10,1,5,1,2,1,O
11,1,5,2,1,1,N
13,1,5,1,7,1,O
14,1,5,2,2,1,N
8,2,5,1,1,1,O
11,2,5,1,1,1,N
12,2,5,1,3,2,O
8,3,5,1,1,1,N
10,3,5,1,1,1,N
11,3,5,1,1,3,O
14,3,5,2,3,1,O
8,4,5,1,2,1,O
10,4,5,1,2,1,O
11,4,5,1,1,1,N
9,5,5,1,1,2,N
11,5,5,1,2,1,O
12,5,5,1,3,2,N
8,6,5,1,1,2,N
9,6,5,1,1,2,O
10,6,5,1,2,1,N
14,6,5,1,1,3,O
15,6,5,1,1,1,N
8,7,5,1,1,2,O
9,7,5,1,1,3,N
11,7,5,1,1,3,N
14,7,5,1,1,1,N
15,7,5,1,1,1,O
8,0,6,1,1,1,N
9,0,6,1,3,1,O
10,0,6,1,3,1,N
11,0,6,3,2,1,O
14,0,6,2,2,1,N
8,1,6,1,1,2,O
8,2,6,1,1,2,N
11,2,6,2,3,1,O
13,2,6,2,1,1,N
15,2,6,1,1,1,O
8,3,6,1,1,2,O
9,3,6,1,1,1,N
10,3,6,1,2,2,O
13,3,6,2,1,1,O
15,3,6,1,1,1,N
8,4,6,1,3,1,N
9,4,6,1,1,2,O
13,4,6,1,1,1,O
14,4,6,1,2,1,N
15,4,6,1,3,1,O
9,5,6,2,1,1,N
11,5,6,1,1,2,O
12,5,6,2,2,1,N
9,6,6,2,1,1,O
11,6,6,1,2,2,N
14,6,6,1,2,2,O
8,7,6,1,1,1,O
9,7,6,1,1,2,N
10,7,6,1,1,1,O
12,7,6,1,1,2,N
13,7,6,1,1,1,O
15,7,6,1,1,1,N
8,0,7,3,1,1,O
11,0,7,1,1,1,N
12,0,7,1,1,1,O
13,0,7,3,1,1,N
8,1,7,1,1,1,O
9,1,7,2,1,1,N
11,1,7,1,3,1,O
12,1,7,1,1,1,N
13,1,7,3,1,1,O
8,2,7,1,1,1,N
9,2,7,2,3,1,O
12,2,7,2,2,1,O
14,2,7,2,1,1,N
8,3,7,1,4,1,O
14,3,7,1,2,1,N
15,3,7,1,1,1,O
11,4,7,3,1,1,N
15,4,7,1,2,1,N
9,5,7,1,1,1,O
10,5,7,1,3,1,N
